match_id1,new_mmtm11,new_mmtm21,delta1,match_id2,new_mmtm12,new_mmtm22,delta2,match_id3,new_mmtm13,new_mmtm23,delta3,match_id4,new_mmtm14,new_mmtm24,delta4
,,,,,,,,2021-frenchopen-1701,0.50522,0.27892,0.2263,,,,
,,,,,,,,2021-frenchopen-1701,0.43247,0.27033,0.16214,,,,
,,,,,,,,2021-frenchopen-1701,0.35649,0.27412,0.08237,,,,
,,,,,,,,2021-frenchopen-1701,0.28615,0.2857,0.00045,,,,
,,,,,,,,2021-frenchopen-1701,0.22967,0.2968,-0.06713,,,,
,,,,,,,,2021-frenchopen-1701,0.19161,0.29667,-0.10506,,,,
,,,,,,,,2021-frenchopen-1701,0.17008,0.28282,-0.11274,,,,
,,,,,,,,2021-frenchopen-1701,0.16264,0.25733,-0.09469,,,,
,,,,,,,,2021-frenchopen-1701,0.164,0.2232,-0.0592,,,,
,,,,,,,,2021-frenchopen-1701,0.16772,0.18511,-0.01739,,,,
,,,,,,,,2021-frenchopen-1701,0.17018,0.14899,0.02119,,,,
,,,,,,,,2021-frenchopen-1701,0.16918,0.12023,0.04895,,,,
,,,,,,,,2021-frenchopen-1701,0.16377,0.10142,0.06235,,,,
,,,,,,,,2021-frenchopen-1701,0.15509,0.08975,0.06534,,,,
,,,,,,,,2021-frenchopen-1701,0.14591,0.07732,0.06859,,,,
,,,,,,,,2021-frenchopen-1701,0.13918,0.05948,0.0797,,,,
,,,,,,,,2021-frenchopen-1701,0.13822,0.03295,0.10527,,,,
,,,,,,,,2021-frenchopen-1701,0.14771,-0.00581,0.15352,,,,
,,,,,,,,2021-frenchopen-1701,0.17588,-0.05923,0.23511,,,,
,,,,,,,,2021-frenchopen-1701,0.23328,-0.12696,0.36024,,,,
,,,,,,,,2021-frenchopen-1701,0.32032,-0.20441,0.52473,,,,
,,,,,,,,2021-frenchopen-1701,0.42872,-0.28438,0.7131,,,,
,,,,,,,,2021-frenchopen-1701,0.54778,-0.36179,0.90957,,,,
,,,,,,,,2021-frenchopen-1701,0.66876,-0.43578,1.10454,,,,
,,,,,,,,2021-frenchopen-1701,0.78538,-0.50317,1.28855,,,,
,,,,,,,,2021-frenchopen-1701,0.89044,-0.55861,1.44905,,,,
,,,,,,,,2021-frenchopen-1701,0.97774,-0.59753,1.57527,,,,
,,,,,,,,2021-frenchopen-1701,1.04397,-0.61783,1.6618,,,,
,,,,,,,,2021-frenchopen-1701,1.08895,-0.62046,1.70941,,,,
,,,,,,,,2021-frenchopen-1701,1.11694,-0.61069,1.72763,,,,
,,,,,,,,2021-frenchopen-1701,1.13582,-0.59588,1.7317,,,,
,,,,,,,,2021-frenchopen-1701,1.15039,-0.57935,1.72974,,,,
,,,,,,,,2021-frenchopen-1701,1.1634,-0.56305,1.72645,,,,
,,,,,,,,2021-frenchopen-1701,1.17816,-0.54971,1.72787,,,,
,,,,,,,,2021-frenchopen-1701,1.19889,-0.54148,1.74037,,,,
,,,,,,,,2021-frenchopen-1701,1.22701,-0.53873,1.76574,,,,
,,,,,,,,2021-frenchopen-1701,1.2578,-0.53888,1.79668,,,,
,,,,,,,,2021-frenchopen-1701,1.28325,-0.53779,1.82104,,,,
,,,,,,,,2021-frenchopen-1701,1.29419,-0.53042,1.82461,,,,
,,,,,,,,2021-frenchopen-1701,1.28354,-0.51329,1.79683,,,,
,,,,,,,,2021-frenchopen-1701,1.24963,-0.487,1.73663,,,,
,,,,,,,,2021-frenchopen-1701,1.19873,-0.45584,1.65457,,,,
,,,,,,,,2021-frenchopen-1701,1.14171,-0.42527,1.56698,,,,
,,,,,,,,2021-frenchopen-1701,1.0877,-0.40053,1.48823,,,,
,,,,,,,,2021-frenchopen-1701,1.04355,-0.38533,1.42888,,,,
,,,,,,,,2021-frenchopen-1701,1.01386,-0.38092,1.39478,,,,
,,,,,,,,2021-frenchopen-1701,1.00146,-0.38726,1.38872,,,,
,,,,,,,,2021-frenchopen-1701,1.00655,-0.40236,1.40891,,,,
,,,,,,,,2021-frenchopen-1701,1.02556,-0.42311,1.44867,,,,
,,,,,,,,2021-frenchopen-1701,1.04846,-0.44505,1.49351,,,,
,,,,,,,,2021-frenchopen-1701,1.06229,-0.46372,1.52601,,,,
,,,,,,,,2021-frenchopen-1701,1.06168,-0.47606,1.53774,,,,
,,,,,,,,2021-frenchopen-1701,1.04448,-0.47949,1.52397,,,,
,,,,,,,,2021-frenchopen-1701,1.0091,-0.47171,1.48081,,,,
,,,,,,,,2021-frenchopen-1701,0.95434,-0.45112,1.40546,,,,
,,,,,,,,2021-frenchopen-1701,0.88143,-0.419,1.30043,,,,
,,,,,,,,2021-frenchopen-1701,0.79591,-0.3787,1.17461,,,,
,,,,,,,,2021-frenchopen-1701,0.69998,-0.33443,1.03441,,,,
,,,,,,,,2021-frenchopen-1701,0.61534,-0.29736,0.9127,,,,
,,,,,,,,2021-frenchopen-1701,0.53677,-0.26526,0.80203,,,,
,,,,,,,,2021-frenchopen-1701,0.46071,-0.23589,0.6966,,,,
,,,,,,,,2021-frenchopen-1701,0.38548,-0.20802,0.5935,,,,
,,,,,,,,2021-frenchopen-1701,0.31022,-0.18087,0.49109,,,,
,,,,,,,,2021-frenchopen-1701,0.23448,-0.15395,0.38843,,,,
,,,,,,,,2021-frenchopen-1701,0.15801,-0.1269,0.28491,,,,
,,,,,,,,2021-frenchopen-1701,0.08075,-0.09949,0.18024,,,,
,,,,,,,,2021-frenchopen-1701,0.00278,-0.07166,0.07444,,,,
,,,,,,,,2021-frenchopen-1701,-0.07575,-0.04342,-0.03233,,,,
,,,,,,,,2021-frenchopen-1701,-0.1546,-0.01485,-0.13975,,,,
,,,,,,,,2021-frenchopen-1701,-0.23353,0.01396,-0.24749,,,,
,,,,,,,,2021-frenchopen-1701,-0.31225,0.04284,-0.35509,,,,
,,,,,,,,2021-frenchopen-1701,-0.39049,0.07164,-0.46213,,,,
,,,,,,,,2021-frenchopen-1701,-0.46799,0.10016,-0.56815,,,,
